,First,End,FirstWord,EndWord,FirstCUI,EndCUI,Distance,ScoreUMLS,Sentence,Document,Label
344,558,559,prospective,retrospective,C0023981,C0035363,2,0,79,24745978,CHD
345,608,609,bariatric surgery,procedure,C1456587,C0025664,2,0,92,24745978,AQ
346,640,641,sd,standard deviation,C0037717,C0871420,1,0,101,24745978,RO
347,655,658,gender,female,C0079399,C0086287,10,0,105,24745978,CHD
348,655,658,gender,female,C0079399,C0086287,10,0,105,24745978,RO
349,655,658,gender,female,C0079399,C0086287,10,0,105,24745978,RN
350,713,714,sd,standard deviation,C0037717,C0871420,1,0,114,24745978,RO
351,881,885,reinforcement option,reinforcement,C0035007,C0035007,9,0,151,24745978,RQ
352,881,885,reinforcement option,reinforcement,C0035007,C0035007,9,0,151,24745978,SY
353,920,921,prospective,retrospective,C0023981,C0035363,2,0,156,24745978,CHD
354,964,967,technique,observational study,C0025664,C3658316,9,0,161,24745978,QB
355,1037,1043,APM,apm,C1510837,C1510837,17,0,171,24745978,SY
356,1221,1222,practice guideline,consensus,C0162793,C0376298,3,0,205,24745978,RO
357,1233,1238,reinforce,staple-line reinforcement,C0178826,C0035007,14,0,206,24745978,PAR
358,1233,1238,reinforce,staple-line reinforcement,C0178826,C0035007,14,0,206,24745978,RB
359,1260,1263,lsg,LSG,C0158667,C0158667,11,0,208,24745978,RQ
360,1260,1263,lsg,LSG,C0158667,C0158667,11,0,208,24745978,SY
361,1276,1280,staple-line reinforcement,reinforcement option,C0035007,C0035007,12,0,209,24745978,RQ
362,1276,1280,staple-line reinforcement,reinforcement option,C0035007,C0035007,12,0,209,24745978,SY
363,1276,1281,staple-line reinforcement,reinforcement,C0035007,C0035007,17,0,209,24745978,RQ
364,1276,1281,staple-line reinforcement,reinforcement,C0035007,C0035007,17,0,209,24745978,SY
365,1280,1281,reinforcement option,reinforcement,C0035007,C0035007,4,0,209,24745978,RQ
366,1280,1281,reinforcement option,reinforcement,C0035007,C0035007,4,0,209,24745978,SY
367,1308,1312,LSG,lsg,C0158667,C0158667,11,0,212,24745978,RQ
368,1308,1312,LSG,lsg,C0158667,C0158667,11,0,212,24745978,SY
369,1321,1324,sr,standard,C0038467,C0038137,14,0,213,24745978,AQ
370,1331,1333,procedure,oversew technique,C0025664,C0025664,11,0,214,24745978,SY
371,1398,1405,panel report,reporting,C0684224,C0700287,15,0,220,24745978,RO
372,1415,1419,staple-line reinforcement,reinforcement,C0035007,C0035007,12,0,221,24745978,RQ
373,1415,1419,staple-line reinforcement,reinforcement,C0035007,C0035007,12,0,221,24745978,SY
374,1,2,esophageal atresia,tracheoesophageal fistula,C0014850,C0040588,2,3,0,30051148,RO
375,52,53,esophageal atresia,tracheoesophageal fistula,C0014850,C0040588,2,3,8,30051148,RO
376,53,54,tracheoesophageal fistula,congenital defect,C0040588,C0000768,3,3,8,30051148,RQ
377,53,54,tracheoesophageal fistula,congenital defect,C0040588,C0000768,3,3,8,30051148,RO
378,67,70,mortality rate,mortality,C0026565,C0026565,7,0,9,30051148,RQ
379,67,70,mortality rate,mortality,C0026565,C0026565,7,0,9,30051148,SY
380,131,133,procedure,scientific evidence,C0025664,C0036397,9,0,18,30051148,QB
381,164,167,patient,individual,C0030705,C0027361,17,0,24,30051148,PAR
382,184,189,abnormality,anal atresia,C0000768,C0003466,12,2,28,30051148,CHD
383,184,191,abnormality,renal anomaly,C0000768,C0266292,16,2,28,30051148,RN
384,36,37,treatment,pvr,C0039798,C0242852,2,0,5,25897915,QB
385,68,74,technique,intervention,C0449851,C0184661,16,0,10,25897915,RO
386,38,40,EVT,evt,C0016529,C0016529,10,0,6,29703660,SY
387,32,34,evaluate,treatment outcome,C0220825,C0085415,4,0,5,33663943,RO
388,45,50,Outcomes,treatment outcome,C1274040,C0085415,9,0,7,33663943,RO
389,91,95,die,mortality,C0011065,C0026565,10,3,15,33663943,RO
390,121,124,procedure,surgical procedure,C0184661,C0543467,12,1,20,33663943,CHD
391,121,124,procedure,surgical procedure,C0184661,C0543467,12,1,20,33663943,RN
392,121,124,procedure,surgical procedure,C0184661,C0543467,12,1,20,33663943,RO
393,143,146,surgical technique,gastrectomy,C0025664,C0017118,4,0,23,33663943,QB
394,285,286,gastrojejunostomy,Roux-en-Y gastrojejunostomy,C0399839,C0585179,2,0,43,33663943,RN
395,285,291,gastrojejunostomy,stomach,C0399839,C0038351,15,4,43,33663943,RO
396,295,296,gastrojejunostomy,Roux-en-Y gastrojejunostomy,C0399839,C0585179,2,0,44,33663943,RN
397,318,320,procedure,technique,C0025664,C0025664,3,0,49,33663943,SY
398,352,354,compute tomography scan,ct scan,C0860888,C0040405,4,1,54,33663943,PAR
399,352,354,compute tomography scan,ct scan,C0860888,C0040405,4,1,54,33663943,RO
400,397,399,condition,severity,C0012634,C0439793,3,1,60,33663943,RO
401,405,408,treatment,interventional,C0087111,C0184661,7,1,61,33663943,PAR
402,405,409,treatment,surgical,C0087111,C0543467,9,5,61,33663943,CHD
403,405,409,treatment,surgical,C0087111,C0543467,9,5,61,33663943,RN
404,408,409,interventional,surgical,C0184661,C0543467,2,0,61,33663943,CHD
405,408,409,interventional,surgical,C0184661,C0543467,2,0,61,33663943,RN
406,408,409,interventional,surgical,C0184661,C0543467,2,0,61,33663943,RO
407,416,418,interventional treatment,endoscopic treatment,C0087111,C0087111,6,1,63,33663943,RQ
408,416,418,interventional treatment,endoscopic treatment,C0087111,C0087111,6,1,63,33663943,SY
409,419,421,surgical treatment,operate room,C0543467,C0029064,8,1,64,33663943,RQ
410,419,421,surgical treatment,operate room,C0543467,C0029064,8,1,64,33663943,RO
411,438,442,surgical treatment,reoperation,C0543467,C0035110,14,5,67,33663943,CHD
412,438,442,surgical treatment,reoperation,C0543467,C0035110,14,5,67,33663943,RO
413,461,462,surgical treatment,endoscopic,C0543467,C0014245,3,0,71,33663943,RO
414,499,500,clinical deterioration,progression,C4505323,C0242656,2,0,78,33663943,PAR
415,506,507,mortality,death,C0026565,C0011065,4,0,79,33663943,RO
416,516,517,non-parametric test,Kruskal–Wallis test,C1709255,C1708614,4,0,81,33663943,CHD
417,516,518,non-parametric test,Mann–whitney U test,C1709255,C1708930,8,0,81,33663943,CHD
418,617,621,laparoscopic surgery,laparoscopy,C0751429,C0031150,13,5,101,33663943,RB
419,705,706,treatment,chemotherapy,C0087111,C0013216,3,0,130,33663943,CHD
420,705,706,treatment,chemotherapy,C0087111,C0013216,3,0,130,33663943,RN
421,707,711,chemoradiation therapy,treatment,C0034619,C0039798,17,0,130,33663943,PAR
422,761,762,chemotherapy,ccrtx,C0013216,C0436307,1,0,144,33663943,CHD
423,774,775,leakage,late leakage,C0011378,C0011378,1,1,147,33663943,SY
424,829,831,treatment,conservative management,C0087111,C0459914,4,1,158,33663943,CHD
425,829,832,treatment,intervention,C0087111,C0184661,6,1,158,33663943,PAR
426,856,862,treatment,parenthesis,C0039798,C0030552,15,0,165,33663943,QB
427,864,870,treatment,treat,C0039798,C1522326,19,0,166,33663943,RO
428,867,871,treatment,treat,C0039798,C1522326,12,0,166,33663943,RO
429,869,873,duodenal stump,gastrojejunostomy,C0013303,C0399839,8,1,166,33663943,RO
430,878,881,duodenal stump,gastrojejunostomy,C0013303,C0399839,6,1,167,33663943,RO
431,916,920,leakage,treatment,C0011378,C0039798,7,10,172,33663943,AQ
432,1002,1004,treatment,interventional treatment,C0087111,C0087111,7,1,186,33663943,RQ
433,1002,1004,treatment,interventional treatment,C0087111,C0087111,7,1,186,33663943,SY
434,1067,1068,surgeon,open surgery,C0582175,C0543467,5,1,196,33663943,RO
435,1070,1074,total gastrectomy,procedure,C0017118,C0025664,17,5,197,33663943,AQ
436,1089,1096,mis,MIS,C0687670,C0687670,12,0,200,33663943,RQ
437,1143,1145,operation,endoscopy,C0543467,C0014245,6,1,206,33663943,RO
438,1157,1158,dye,methylene blue,C0013343,C0025746,3,0,208,33663943,CHD
439,1157,1159,dye,indigo carmine solution,C0013343,C0021219,6,0,208,33663943,CHD
440,1184,1186,endoscopic,endoscopy,C0014245,C0014245,6,1,214,33663943,RQ
441,1184,1186,endoscopic,endoscopy,C0014245,C0014245,6,1,214,33663943,SY
442,1185,1191,evaluation,exam,C0220825,C0582103,16,1,214,33663943,RO
443,1186,1193,endoscopy,endoscopist,C0014245,C0014245,19,1,214,33663943,RQ
444,1186,1193,endoscopy,endoscopist,C0014245,C0014245,19,1,214,33663943,SY
445,1241,1247,poorer,poor,C0032854,C0032854,17,0,222,33663943,RQ
446,1241,1247,poorer,poor,C0032854,C0032854,17,0,222,33663943,SY
447,1258,1259,treatment,leakage,C0039798,C0011378,3,0,224,33663943,QB
448,1259,1260,leakage,treatment,C0011378,C0039798,6,1,224,33663943,AQ
449,77,82,necrosis,treatment,C0027540,C0039798,17,0,11,22041049,AQ
450,97,98,examination,endoscopy,C0031809,C0014245,3,0,15,22041049,RO
451,97,101,examination,assess,C0031809,C1516048,10,1,15,22041049,RO
452,107,108,endoscopy,fluoroscopy,C0014245,C0016356,4,1,16,22041049,RO
453,107,108,endoscopy,fluoroscopy,C0014245,C0016356,4,1,16,22041049,RN
454,107,108,endoscopy,fluoroscopy,C0014245,C0016356,4,1,16,22041049,CHD
455,136,140,Esophageal Stent,distal esophagus,C0183514,C0014876,9,3,22,22041049,RO
456,214,216,endoscopic,Department of Surgical Endoscopy,C0014245,C0282493,6,0,40,22041049,RN
457,254,257,pleural drainage,drain,C0012621,C0013103,12,0,48,22041049,RO
458,259,264,drain,internal drainage,C0013103,C0012621,11,0,49,22041049,RO
459,421,423,stricture,treatment,C1261287,C0039798,5,0,89,22041049,AQ
460,423,425,treatment,necrosis,C0039798,C0027540,7,0,89,22041049,QB
461,431,432,upper third,esophagus,C0227187,C0014876,3,0,90,22041049,RO
462,431,432,upper third,esophagus,C0227187,C0014876,3,0,90,22041049,RB
463,440,442,treatment,anastomotic leak,C0039798,C0919691,4,0,91,22041049,QB
464,440,443,treatment,esophageal perforation,C0039798,C0014860,7,0,91,22041049,QB
465,9,13,surgeon,operation,C0582175,C0543467,10,2,1,32944782,RO
466,219,221,rectal neoplasm,colorectal neoplasm,C0034885,C0009404,2,0,34,32944782,PAR
467,219,221,rectal neoplasm,colorectal neoplasm,C0034885,C0009404,2,0,34,32944782,RB
468,227,228,rectal cancer,rectum neoplasm,C0007113,C0034885,1,0,35,32944782,RQ
469,227,228,rectal cancer,rectum neoplasm,C0007113,C0034885,1,0,35,32944782,RB
470,227,230,rectal cancer,rectum,C0007113,C0034896,4,0,35,32944782,RO
471,227,231,rectal cancer,rectal tumor,C0007113,C0034885,5,1,35,32944782,RQ
472,227,231,rectal cancer,rectal tumor,C0007113,C0034885,5,1,35,32944782,RB
473,227,234,rectal cancer,cancer of rectum,C0007113,C0007113,9,8,35,32944782,SY
474,227,235,rectal cancer,rectum cancer,C0007113,C0007113,12,1,35,32944782,SY
475,227,236,rectal cancer,colorectal carcinoma,C0007113,C0009402,14,0,35,32944782,PAR
476,227,236,rectal cancer,colorectal carcinoma,C0007113,C0009402,14,0,35,32944782,RQ
477,227,236,rectal cancer,colorectal carcinoma,C0007113,C0009402,14,0,35,32944782,SY
478,227,236,rectal cancer,colorectal carcinoma,C0007113,C0009402,14,0,35,32944782,RB
479,227,237,rectal cancer,colorectal cancer,C0007113,C0009402,16,1,35,32944782,PAR
480,227,237,rectal cancer,colorectal cancer,C0007113,C0009402,16,1,35,32944782,RQ
481,227,237,rectal cancer,colorectal cancer,C0007113,C0009402,16,1,35,32944782,SY
482,227,237,rectal cancer,colorectal cancer,C0007113,C0009402,16,1,35,32944782,RB
483,228,230,rectum neoplasm,rectum,C0034885,C0034896,2,0,35,32944782,RO
484,228,231,rectum neoplasm,rectal tumor,C0034885,C0034885,3,0,35,32944782,RQ
485,228,231,rectum neoplasm,rectal tumor,C0034885,C0034885,3,0,35,32944782,SY
486,228,234,rectum neoplasm,cancer of rectum,C0034885,C0007113,7,0,35,32944782,RQ
487,228,234,rectum neoplasm,cancer of rectum,C0034885,C0007113,7,0,35,32944782,RN
488,228,235,rectum neoplasm,rectum cancer,C0034885,C0007113,10,8,35,32944782,RQ
489,228,235,rectum neoplasm,rectum cancer,C0034885,C0007113,10,8,35,32944782,RN
490,228,236,rectum neoplasm,colorectal carcinoma,C0034885,C0009402,12,1,35,32944782,RQ
491,228,237,rectum neoplasm,colorectal cancer,C0034885,C0009402,14,0,35,32944782,RQ
492,228,238,rectum neoplasm,colorectal tumor,C0034885,C0009404,16,1,35,32944782,PAR
493,228,238,rectum neoplasm,colorectal tumor,C0034885,C0009404,16,1,35,32944782,RB
494,229,235,neoplasm,colorectal carcinoma,C0027651,C0009402,11,0,35,32944782,CHD
495,229,236,neoplasm,colorectal cancer,C0027651,C0009402,13,8,35,32944782,CHD
496,230,231,rectum,rectal tumor,C0034896,C0034885,1,0,35,32944782,RO
497,230,233,rectum,rectal,C0034896,C0205052,4,0,35,32944782,RO
498,230,234,rectum,cancer of rectum,C0034896,C0007113,5,0,35,32944782,RO
499,230,235,rectum,rectum cancer,C0034896,C0007113,8,1,35,32944782,RO
500,230,236,rectum,colorectal carcinoma,C0034896,C0009402,10,0,35,32944782,RN
501,230,237,rectum,colorectal cancer,C0034896,C0009402,12,1,35,32944782,RN
502,230,238,rectum,colorectal tumor,C0034896,C0009404,14,1,35,32944782,RO
503,231,234,rectal tumor,cancer of rectum,C0034885,C0007113,3,0,35,32944782,RQ
504,231,234,rectal tumor,cancer of rectum,C0034885,C0007113,3,0,35,32944782,RN
505,231,235,rectal tumor,rectum cancer,C0034885,C0007113,6,1,35,32944782,RQ
506,231,235,rectal tumor,rectum cancer,C0034885,C0007113,6,1,35,32944782,RN
507,231,236,rectal tumor,colorectal carcinoma,C0034885,C0009402,8,10,35,32944782,RQ
508,231,237,rectal tumor,colorectal cancer,C0034885,C0009402,10,0,35,32944782,RQ
509,231,238,rectal tumor,colorectal tumor,C0034885,C0009404,12,8,35,32944782,PAR
510,231,238,rectal tumor,colorectal tumor,C0034885,C0009404,12,8,35,32944782,RB
511,232,236,neoplasm,colorectal carcinoma,C0027651,C0009402,7,1,35,32944782,CHD
512,232,237,neoplasm,colorectal cancer,C0027651,C0009402,9,10,35,32944782,CHD
513,234,235,cancer of rectum,rectum cancer,C0007113,C0007113,1,0,35,32944782,SY
514,234,236,cancer of rectum,colorectal carcinoma,C0007113,C0009402,3,0,35,32944782,PAR
515,234,236,cancer of rectum,colorectal carcinoma,C0007113,C0009402,3,0,35,32944782,RQ
516,234,236,cancer of rectum,colorectal carcinoma,C0007113,C0009402,3,0,35,32944782,SY
517,234,236,cancer of rectum,colorectal carcinoma,C0007113,C0009402,3,0,35,32944782,RB
518,234,237,cancer of rectum,colorectal cancer,C0007113,C0009402,5,0,35,32944782,PAR
519,234,237,cancer of rectum,colorectal cancer,C0007113,C0009402,5,0,35,32944782,RQ
520,234,237,cancer of rectum,colorectal cancer,C0007113,C0009402,5,0,35,32944782,SY
521,234,237,cancer of rectum,colorectal cancer,C0007113,C0009402,5,0,35,32944782,RB
522,235,236,rectum cancer,colorectal carcinoma,C0007113,C0009402,1,0,35,32944782,PAR
523,235,236,rectum cancer,colorectal carcinoma,C0007113,C0009402,1,0,35,32944782,RQ
524,235,236,rectum cancer,colorectal carcinoma,C0007113,C0009402,1,0,35,32944782,SY
525,235,236,rectum cancer,colorectal carcinoma,C0007113,C0009402,1,0,35,32944782,RB
526,235,237,rectum cancer,colorectal cancer,C0007113,C0009402,3,0,35,32944782,PAR
527,235,237,rectum cancer,colorectal cancer,C0007113,C0009402,3,0,35,32944782,RQ
528,235,237,rectum cancer,colorectal cancer,C0007113,C0009402,3,0,35,32944782,SY
529,235,237,rectum cancer,colorectal cancer,C0007113,C0009402,3,0,35,32944782,RB
530,236,237,colorectal carcinoma,colorectal cancer,C0009402,C0009402,1,0,35,32944782,SY
531,236,237,colorectal carcinoma,colorectal cancer,C0009402,C0009402,1,0,35,32944782,RO
532,236,238,colorectal carcinoma,colorectal tumor,C0009402,C0009404,3,0,35,32944782,RQ
533,236,238,colorectal carcinoma,colorectal tumor,C0009402,C0009404,3,0,35,32944782,RB
534,237,238,colorectal cancer,colorectal tumor,C0009402,C0009404,1,0,35,32944782,RQ
535,237,238,colorectal cancer,colorectal tumor,C0009402,C0009404,1,0,35,32944782,RB
536,546,547,odd ratio,risk ratio,C0028873,C0028873,2,0,87,32944782,SY
537,562,566,"control group
Forest",control group,C0009932,C0009932,11,1,90,32944782,SY
538,642,646,technique,oxygen spectroscopy,C0025664,C0037812,14,0,112,32944782,QB
539,642,647,technique,laser Doppler flowmeter,C0025664,C0162520,17,0,112,32944782,QB
540,691,692,characteristic,reliability,C1521970,C2347947,2,0,119,32944782,CHD
541,785,786,prospective,retrospective study,C0023981,C0035363,2,0,133,32944782,CHD
542,795,796,prospective,retrospective study,C0023981,C0035363,2,0,134,32944782,CHD
543,857,861,anastomotic site,surgical plan,C0677554,C0543467,14,1,146,32944782,PAR
544,946,948,mortality rate,death,C0026565,C0011065,5,0,160,32944782,RO
545,951,953,death,mortality rate,C0011065,C0026565,7,0,161,32944782,RO
546,1003,1007,risk,probability,C0035647,C0033204,7,0,170,32944782,PAR
547,9,11,patient,hospitalize,C0030705,C0701159,7,0,2,34508294,RO
548,58,59,suture,staple,C0038969,C0524724,2,3,7,34508294,RN
549,86,87,suture material,suture format,C0038969,C0038969,1,3,12,34508294,RQ
550,86,87,suture material,suture format,C0038969,C0038969,1,3,12,34508294,SY
551,136,141,laparoscopic colectomy,colectomy,C1517722,C0009274,13,0,19,34508294,PAR
552,207,211,anastomotic leak rate,anastomotic height,C0919691,C0677554,13,0,30,34508294,RO
553,257,265,intestinal,gastrointestinal tract,C0021853,C0017189,17,0,37,34508294,PAR
554,257,265,intestinal,gastrointestinal tract,C0021853,C0017189,17,0,37,34508294,RB
555,279,283,anastomotic healing,anastomotic injection,C0677554,C0677554,15,1,40,34508294,SY
556,355,357,extracellular matrix,collagen,C0015350,C0009325,4,1,49,34508294,RO
557,376,379,collagen type i,collagen,C0041455,C0009325,6,0,52,34508294,PAR
558,376,379,collagen type i,collagen,C0041455,C0009325,6,0,52,34508294,RO
559,393,394,anastomotic tissue,anastomotic leak,C0677554,C0919691,4,4,54,34508294,RO
560,22,24,hospitalization,health care,C0019993,C0086388,3,0,3,34969507,PAR
561,181,186,RAL,ral,C0812284,C0812284,18,0,22,34969507,RQ
562,181,186,RAL,ral,C0812284,C0812284,18,0,22,34969507,SY
563,181,186,RAL,ral,C0812284,C0812284,18,0,22,34969507,RO
564,230,234,index operation,index,C0600653,C0600653,17,0,27,34969507,SY
565,259,260,demographic variable,age,C0683970,C0001779,3,0,31,34969507,CHD
566,259,260,demographic variable,age,C0683970,C0001779,3,0,31,34969507,RN
567,259,261,demographic variable,gender,C0683970,C0079399,4,0,31,34969507,CHD
568,259,261,demographic variable,gender,C0683970,C0079399,4,0,31,34969507,RN
569,272,274,anastomotic site,anastomosis,C0677554,C0332853,3,0,32,34969507,RO
570,272,276,anastomotic site,anastomosis,C0677554,C0332853,7,4,32,34969507,RO
571,281,284,diagnosis,al diagnosis,C0011900,C0011900,7,0,32,34969507,RQ
572,281,284,diagnosis,al diagnosis,C0011900,C0011900,7,0,32,34969507,SY
573,282,285,AL,al,C0001895,C0001895,7,1,32,34969507,SY
574,283,286,method,intervention,C0025663,C0184661,5,0,32,34969507,RO
575,285,290,al,AL,C0001895,C0001895,13,0,32,34969507,SY
576,285,292,al,AL,C0001895,C0001895,16,0,32,34969507,SY
577,286,288,intervention,operation,C0184661,C0543467,7,0,32,34969507,CHD
578,286,288,intervention,operation,C0184661,C0543467,7,0,32,34969507,RN
579,286,288,intervention,operation,C0184661,C0543467,7,0,32,34969507,RO
580,326,327,oncologic resection,neoplastic colonic disease,C0278627,C0027651,2,0,37,34969507,RO
581,344,348,chi-squared test,no significant,C0008041,C0237881,7,0,41,34969507,RO
582,472,475,AL diagnosis,diagnosis,C0011900,C0011900,6,0,60,34969507,RQ
583,472,475,AL diagnosis,diagnosis,C0011900,C0011900,6,0,60,34969507,SY
584,733,736,surgical intervention,operation,C0549433,C0543467,15,0,90,34969507,RO
585,34,39,abdomen,leave upper quadrant fluid,C0000726,C0230179,9,1,6,32617924,RO
586,134,138,esophageal stent,stent,C0183514,C0038257,12,0,20,32617924,PAR
587,134,138,esophageal stent,stent,C0183514,C0038257,12,0,20,32617924,RB
588,223,226,ligation,stomach,C0023690,C0038351,12,1,31,32617924,RO
589,94,97,intraluminal,lumen,C0442115,C0524461,10,0,15,31792702,RO
590,138,144,treatment,pancreatic necrosis,C0039798,C0267941,15,0,20,31792702,QB
591,241,242,technique,procedure,C0449851,C0184661,3,0,34,31792702,RO
592,400,401,index endoscopy,laparoscopy,C0014245,C0031150,4,1,65,31792702,CHD
